254611023;0;0;200;0;0;74;0;29;4;0;4;18;13;32;6;0;1;1;17;0;0;0;0;0
254611024;0;3;259;1;0;74;3;36;1;0;2;13;11;53;2;1;7;2;19;0;0;0;1;0
254611025;2;0;145;0;0;59;0;53;4;0;2;27;3;55;1;0;0;0;29;0;1;0;1;0
254611026;0;1;128;2;1;52;1;25;1;0;5;21;7;25;4;0;1;1;25;0;0;0;0;0
254611027;1;0;119;0;0;50;0;57;2;0;5;20;7;42;0;1;1;0;25;0;0;0;4;0
254611028;3;0;160;1;1;61;0;50;1;2;4;35;11;64;3;2;2;0;26;0;0;0;2;0
254611029;1;0;109;1;0;48;0;48;1;4;2;30;5;33;0;1;4;3;31;1;0;0;0;0
254611030;1;0;172;2;0;80;0;53;0;2;4;23;14;29;1;3;0;2;20;0;0;0;0;0
254611031;2;0;109;4;0;45;0;68;0;1;2;48;8;37;2;2;2;4;36;0;0;2;1;0
254611032;2;2;141;0;0;89;0;83;1;0;9;26;6;59;0;0;2;0;36;0;0;0;1;0
254611033;0;1;130;1;1;63;0;40;1;0;2;16;12;30;1;0;0;0;24;0;0;0;2;0
254611034;4;0;222;1;1;100;1;40;0;0;2;17;4;53;1;1;0;1;36;0;0;0;0;0
254611035;1;1;139;0;0;73;0;69;1;0;5;35;15;39;2;3;1;2;45;0;0;0;0;0
254611036;3;3;143;0;0;58;0;43;0;1;0;26;10;54;1;1;0;1;39;0;0;0;0;0
254611037;1;1;172;0;1;66;0;74;6;5;0;28;9;54;1;2;4;1;38;0;0;0;2;0
254611038;0;0;202;0;1;61;0;32;1;0;6;19;5;34;0;2;0;0;18;0;1;0;0;0
254611039;6;1;156;0;0;86;1;69;0;1;1;22;13;38;0;1;1;4;24;0;0;0;0;0
254611040;1;0;88;0;0;88;0;52;0;4;2;33;21;34;1;0;0;2;44;0;0;0;0;0
254611041;1;1;129;0;0;70;1;29;2;0;3;18;9;42;0;0;2;0;19;0;0;0;2;0
254611042;0;1;198;0;0;87;0;30;2;2;4;29;15;43;2;2;0;3;43;0;1;0;1;0
254611043;0;0;141;0;0;64;0;42;0;5;4;25;5;37;0;0;4;0;24;1;0;0;0;0
254611044;0;1;127;0;0;53;0;43;1;0;2;21;8;35;2;3;1;0;15;0;0;0;0;0
254611045;1;1;146;0;0;77;1;46;1;0;1;35;8;36;1;1;3;2;45;0;0;0;3;0
254611046;0;0;120;0;0;45;1;57;0;1;0;33;7;40;1;1;0;1;35;0;0;0;0;0
254611047;5;0;151;0;1;68;0;44;2;0;2;27;5;45;0;0;0;0;30;0;0;0;0;0
254611048;4;2;167;0;0;45;0;48;1;0;2;20;9;38;3;4;2;3;24;0;0;0;0;0
254611049;1;0;93;0;0;53;0;50;0;1;3;29;6;26;0;0;1;3;20;0;0;0;2;0
254611050;1;0;90;0;0;69;0;41;0;2;4;16;10;31;0;0;4;6;16;0;0;0;0;0
254611051;0;1;130;0;0;84;0;64;3;2;3;24;10;45;2;2;0;6;25;0;0;0;0;0
