32;010300085;1;;EPDA4E2A00019662;;;;;;;;;;;;191;188;3
25;010300086;1;|01210086|01210086|01210086;;;600;539;4;179;599;1;;;179;;;;
32;010300086;1;;CHCA4E1A00012892;;;;;;;;;;;;179;177;2
25;010300087;1;|01210087|01210087|01210087;;;500;529;6;157;499;1;;;157;;;;
32;010300087;1;;CHCA4E1A00010223;;;;;;;;;;;;157;154;3
25;010300088;1;|01210088|01210088|01210088;;;600;604;4;199;599;1;;;199;;;;
32;010300088;1;;CHCA4E1A00009070;;;;;;;;;;;;199;198;1
25;010300089;1;|01210089|01210089|01210089;;;600;554;2;172;599;1;;;172;;;;
32;010300089;1;;CHCA4E1A00011155;;;;;;;;;;;;172;170;2
25;010300090;1;|01210090|01210090|01210090;;;600;549;5;144;599;1;;;144;;;;
32;010300090;1;;CHCA4E1A00013041;;;;;;;;;;;;144;144;0
25;010300091;1;|01210091|01210091|01210091;;;500;477;7;147;499;1;;;147;;;;
32;010300091;1;;CGEA4E0A00007685;;;;;;;;;;;;147;145;2
25;010300092;1;|01210092|01210092|01210092;;;600;597;7;199;599;1;;;199;;;;
32;010300092;1;;CGEA4E0A00007038;;;;;;;;;;;;199;197;2
25;010300093;1;|01210093|01210093|01210093;;;600;627;9;214;599;1;;;214;;;;
32;010300093;1;;EPDA4E2A00018976;;;;;;;;;;;;214;210;4
25;010300094;1;|01210094|01210094|01210094;;;500;523;9;170;499;1;;;170;;;;
32;010300094;1;;ELZA4E2A00016841;;;;;;;;;;;;170;168;2
25;010300095;1;|01210095|01210095|01210095;;;700;712;8;303;699;1;;;303;;;;
32;010300095;1;;ELZA4E2A00018196;;;;;;;;;;;;303;302;1
25;010300096;1;|01210096|01210096|01210096;;;900;883;8;323;899;1;;;323;;;;
32;010300096;1;;CHCA4E1A00012399;;;;;;;;;;;;174;171;3
32;010300096;1;;CGEA4E0A00007503;;;;;;;;;;;;149;147;2
25;010300097;1;|01210097|01210097|01210097;;;400;395;8;134;399;1;;;134;;;;
